,palsa_percentage
761_72_0050_2018_crop_129_aug,2.75
761_72_0050_2018_crop_130_aug,1.0
761_72_0050_2018_crop_131_aug,33.5
761_72_0050_2018_crop_132_aug,1.0
761_72_0050_2018_crop_133_aug,0.0
761_72_0050_2018_crop_134_aug,19.75
761_72_0050_2018_crop_135_aug,6.75
761_72_0050_2018_crop_136_aug,6.5
761_72_0050_2018_crop_137_aug,0.5
761_72_0050_2018_crop_143_aug,7.25
754_67_7550_2015_crop_7,0.25
754_67_7550_2015_crop_8,0.25
754_67_7550_2015_crop_12,11.75
754_67_7550_2015_crop_13,1.25
754_67_7550_2015_crop_24,0.0
754_67_7550_2015_crop_26,0.25
754_67_7550_2015_crop_32,3.25
754_67_7550_2015_crop_37,7.0
754_67_7550_2015_crop_38,8.5
754_67_7550_2015_crop_42,0.75
754_67_7550_2015_crop_43,0.5
754_67_7550_2015_crop_48,0.0
754_67_7550_2015_crop_49,13.25
754_67_7550_2015_crop_50,4.25
754_67_7550_2015_crop_61,10.25
754_67_7550_2015_crop_64,3.5
754_67_7550_2015_crop_65,25.5
754_67_7550_2015_crop_68,0.0
754_67_7550_2015_crop_75,2.0
754_67_7550_2015_crop_76,2.0
754_67_7550_2015_crop_77,8.75
754_67_7550_2015_crop_79,0.5
754_67_7550_2015_crop_81,1.25
754_67_7550_2015_crop_84,1.0
754_67_7550_2015_crop_85,6.25
754_67_7550_2015_crop_86,14.75
754_67_7550_2015_crop_87,15.75
754_67_7550_2015_crop_88,4.25
754_67_7550_2015_crop_91,2.75
754_67_7550_2015_crop_92,2.25
754_67_7550_2015_crop_97,25.25
754_67_7550_2015_crop_98,25.5
754_67_7550_2015_crop_99,23.0
754_67_7550_2015_crop_109,3.5
754_67_7550_2015_crop_110,8.0
754_67_7550_2015_negcrop_0,0.0
754_67_7550_2015_negcrop_1,0.0
754_67_7550_2015_negcrop_2,0.0
754_67_7550_2015_negcrop_3,0.0
754_67_7550_2015_negcrop_4,0.0
754_67_7550_2015_negcrop_5,0.0
754_67_7550_2015_negcrop_6,0.0
754_67_7550_2015_negcrop_7,0.0
754_67_7550_2015_negcrop_8,0.0
754_67_7550_2015_negcrop_9,0.0
754_67_7550_2015_negcrop_10,0.0
754_67_7550_2015_negcrop_11,0.0
754_67_7550_2015_negcrop_12,0.0
754_67_7550_2015_negcrop_13,0.0
754_67_7550_2015_negcrop_14,0.0
754_67_7550_2015_negcrop_15,0.0
754_67_7550_2015_negcrop_16,0.0
754_67_7550_2015_negcrop_17,0.0
754_67_7550_2015_negcrop_18,0.0
754_67_7550_2015_negcrop_19,0.0
754_67_7550_2015_negcrop_20,0.0
754_67_7550_2015_negcrop_21,0.0
754_67_7550_2015_negcrop_22,0.0
754_67_7550_2015_negcrop_23,0.0
754_67_7550_2015_negcrop_24,0.0
754_67_7550_2015_negcrop_25,0.0
754_67_7550_2015_negcrop_26,0.0
754_67_7550_2015_negcrop_27,0.0
754_67_7550_2015_negcrop_28,0.0
754_67_7550_2015_negcrop_29,0.0
754_67_7550_2015_negcrop_30,0.0
754_67_7550_2015_negcrop_31,0.0
754_67_7550_2015_negcrop_32,0.0
754_67_7550_2015_negcrop_33,0.0
754_67_7550_2015_negcrop_34,0.0
754_67_7550_2015_crop_7_aug,0.25
754_67_7550_2015_crop_8_aug,0.25
754_67_7550_2015_crop_12_aug,11.75
754_67_7550_2015_crop_13_aug,1.25
754_67_7550_2015_crop_24_aug,0.0
754_67_7550_2015_crop_26_aug,0.25
754_67_7550_2015_crop_32_aug,3.25
754_67_7550_2015_crop_37_aug,7.0
754_67_7550_2015_crop_38_aug,8.5
754_67_7550_2015_crop_42_aug,0.75
754_67_7550_2015_crop_43_aug,0.5
754_67_7550_2015_crop_48_aug,0.0
754_67_7550_2015_crop_49_aug,13.25
754_67_7550_2015_crop_50_aug,4.25
754_67_7550_2015_crop_61_aug,10.25
754_67_7550_2015_crop_64_aug,3.5
754_67_7550_2015_crop_65_aug,25.5
754_67_7550_2015_crop_68_aug,0.0
754_67_7550_2015_crop_75_aug,2.0
754_67_7550_2015_crop_76_aug,2.0
754_67_7550_2015_crop_77_aug,8.75
754_67_7550_2015_crop_79_aug,0.5
754_67_7550_2015_crop_81_aug,1.25
754_67_7550_2015_crop_84_aug,1.0
754_67_7550_2015_crop_85_aug,6.25
754_67_7550_2015_crop_86_aug,14.75
754_67_7550_2015_crop_87_aug,15.75
754_67_7550_2015_crop_88_aug,4.25
754_67_7550_2015_crop_91_aug,2.75
754_67_7550_2015_crop_92_aug,2.25
754_67_7550_2015_crop_97_aug,25.25
754_67_7550_2015_crop_98_aug,25.5
754_67_7550_2015_crop_99_aug,23.0
754_67_7550_2015_crop_109_aug,3.5
754_67_7550_2015_crop_110_aug,8.0
762_72_2525_2018_crop_116,0.75
762_72_2525_2018_crop_117,0.25
762_72_2525_2018_crop_118,0.25
762_72_2525_2018_crop_129,0.25
762_72_2525_2018_crop_130,0.0
762_72_2525_2018_crop_141,0.0
762_72_2525_2018_crop_142,0.0
762_72_2525_2018_negcrop_0,0.0
762_72_2525_2018_negcrop_1,0.0
762_72_2525_2018_negcrop_2,0.0
762_72_2525_2018_negcrop_3,0.0
762_72_2525_2018_negcrop_4,0.0
762_72_2525_2018_negcrop_5,0.0
762_72_2525_2018_negcrop_6,0.0
762_72_2525_2018_crop_116_aug,0.75
762_72_2525_2018_crop_117_aug,0.25
762_72_2525_2018_crop_118_aug,0.25
762_72_2525_2018_crop_129_aug,0.25
762_72_2525_2018_crop_130_aug,0.0
762_72_2525_2018_crop_141_aug,0.0
762_72_2525_2018_crop_142_aug,0.0
759_72_7525_2013_crop_11,0.0
759_72_7525_2013_crop_32,0.75
759_72_7525_2013_crop_66,0.0
759_72_7525_2013_crop_86,0.5
759_72_7525_2013_crop_91,0.0
759_72_7525_2013_crop_101,0.0
759_72_7525_2013_crop_103,0.0
759_72_7525_2013_crop_113,0.0
759_72_7525_2013_crop_117,0.0
759_72_7525_2013_crop_130,0.25
759_72_7525_2013_crop_143,2.5
759_72_7525_2013_negcrop_0,0.0
759_72_7525_2013_negcrop_1,0.0
759_72_7525_2013_negcrop_2,0.0
759_72_7525_2013_negcrop_3,0.0
759_72_7525_2013_negcrop_4,0.0
759_72_7525_2013_negcrop_5,0.0
759_72_7525_2013_negcrop_6,0.0
759_72_7525_2013_negcrop_7,0.0
759_72_7525_2013_negcrop_8,0.0
759_72_7525_2013_negcrop_9,0.0
759_72_7525_2013_negcrop_10,0.0
759_72_7525_2013_crop_11_aug,0.0
759_72_7525_2013_crop_32_aug,0.75
759_72_7525_2013_crop_66_aug,0.0
759_72_7525_2013_crop_86_aug,0.5
759_72_7525_2013_crop_91_aug,0.0
759_72_7525_2013_crop_101_aug,0.0
759_72_7525_2013_crop_103_aug,0.0
759_72_7525_2013_crop_113_aug,0.0
759_72_7525_2013_crop_117_aug,0.0
759_72_7525_2013_crop_130_aug,0.25
759_72_7525_2013_crop_143_aug,2.5
751_67_5075_2015_crop_132,0.0
751_67_5075_2015_crop_133,0.0
751_67_5075_2015_negcrop_0,0.0
751_67_5075_2015_negcrop_1,0.0
751_67_5075_2015_crop_132_aug,0.0
751_67_5075_2015_crop_133_aug,0.0
760_72_2525_2018_crop_5,0.0
760_72_2525_2018_crop_6,0.0
760_72_2525_2018_crop_8,0.75
760_72_2525_2018_crop_9,7.5
760_72_2525_2018_crop_11,0.0
760_72_2525_2018_crop_27,1.5
760_72_2525_2018_crop_28,0.25
760_72_2525_2018_crop_31,0.25
760_72_2525_2018_crop_36,3.25
760_72_2525_2018_crop_39,4.25
760_72_2525_2018_crop_43,0.75
760_72_2525_2018_crop_46,1.25
760_72_2525_2018_crop_48,0.75
760_72_2525_2018_crop_55,0.75
760_72_2525_2018_crop_58,5.0
760_72_2525_2018_crop_59,0.5
760_72_2525_2018_crop_67,0.0
760_72_2525_2018_crop_68,1.0
760_72_2525_2018_crop_70,1.5
760_72_2525_2018_crop_76,2.25
760_72_2525_2018_crop_77,0.5
760_72_2525_2018_crop_78,0.0
760_72_2525_2018_crop_82,11.0
760_72_2525_2018_crop_93,0.25
760_72_2525_2018_crop_94,1.0
760_72_2525_2018_crop_95,0.75
760_72_2525_2018_crop_104,2.0
760_72_2525_2018_crop_105,3.0
760_72_2525_2018_crop_106,1.25
760_72_2525_2018_crop_110,1.0
760_72_2525_2018_crop_117,1.25
760_72_2525_2018_negcrop_0,0.0
760_72_2525_2018_negcrop_1,0.0
760_72_2525_2018_negcrop_2,0.0
760_72_2525_2018_negcrop_3,0.0
760_72_2525_2018_negcrop_4,0.0
760_72_2525_2018_negcrop_5,0.0
760_72_2525_2018_negcrop_6,0.0
760_72_2525_2018_negcrop_7,0.0
760_72_2525_2018_negcrop_8,0.0
760_72_2525_2018_negcrop_9,0.0
760_72_2525_2018_negcrop_10,0.0
760_72_2525_2018_negcrop_11,0.0
760_72_2525_2018_negcrop_12,0.0
760_72_2525_2018_negcrop_13,0.0
760_72_2525_2018_negcrop_14,0.0
760_72_2525_2018_negcrop_15,0.0
760_72_2525_2018_negcrop_16,0.0
760_72_2525_2018_negcrop_17,0.0
760_72_2525_2018_negcrop_18,0.0
760_72_2525_2018_negcrop_19,0.0
760_72_2525_2018_negcrop_20,0.0
760_72_2525_2018_negcrop_21,0.0
760_72_2525_2018_negcrop_22,0.0
760_72_2525_2018_negcrop_23,0.0
760_72_2525_2018_negcrop_24,0.0
760_72_2525_2018_negcrop_25,0.0
760_72_2525_2018_negcrop_26,0.0
760_72_2525_2018_negcrop_27,0.0
760_72_2525_2018_negcrop_28,0.0
760_72_2525_2018_negcrop_29,0.0
760_72_2525_2018_negcrop_30,0.0
760_72_2525_2018_crop_5_aug,0.0
760_72_2525_2018_crop_6_aug,0.0
760_72_2525_2018_crop_8_aug,0.75
760_72_2525_2018_crop_9_aug,7.5
760_72_2525_2018_crop_11_aug,0.0
760_72_2525_2018_crop_27_aug,1.5
760_72_2525_2018_crop_28_aug,0.25
760_72_2525_2018_crop_31_aug,0.25
760_72_2525_2018_crop_36_aug,3.25
760_72_2525_2018_crop_39_aug,4.25
760_72_2525_2018_crop_43_aug,0.75
760_72_2525_2018_crop_46_aug,1.25
760_72_2525_2018_crop_48_aug,0.75
760_72_2525_2018_crop_55_aug,0.75
760_72_2525_2018_crop_58_aug,5.0
760_72_2525_2018_crop_59_aug,0.5
760_72_2525_2018_crop_67_aug,0.0
760_72_2525_2018_crop_68_aug,1.0
760_72_2525_2018_crop_70_aug,1.5
760_72_2525_2018_crop_76_aug,2.25
760_72_2525_2018_crop_77_aug,0.5
760_72_2525_2018_crop_78_aug,0.0
760_72_2525_2018_crop_82_aug,11.0
760_72_2525_2018_crop_93_aug,0.25
760_72_2525_2018_crop_94_aug,1.0
760_72_2525_2018_crop_95_aug,0.75
760_72_2525_2018_crop_104_aug,2.0
760_72_2525_2018_crop_105_aug,3.0
760_72_2525_2018_crop_106_aug,1.25
760_72_2525_2018_crop_110_aug,1.0
760_72_2525_2018_crop_117_aug,1.25
761_70_0050_2018_crop_57,0.5
761_70_0050_2018_crop_58,3.25
761_70_0050_2018_crop_59,1.5
761_70_0050_2018_crop_68,0.0
761_70_0050_2018_crop_71,2.75
761_70_0050_2018_crop_78,1.0
761_70_0050_2018_crop_79,0.25
761_70_0050_2018_crop_80,0.0
761_70_0050_2018_negcrop_0,0.0
761_70_0050_2018_negcrop_1,0.0
761_70_0050_2018_negcrop_2,0.0
761_70_0050_2018_negcrop_3,0.0
761_70_0050_2018_negcrop_4,0.0
761_70_0050_2018_negcrop_5,0.0
761_70_0050_2018_negcrop_6,0.0
761_70_0050_2018_negcrop_7,0.0
761_70_0050_2018_crop_57_aug,0.5
761_70_0050_2018_crop_58_aug,3.25
761_70_0050_2018_crop_59_aug,1.5
761_70_0050_2018_crop_68_aug,0.0
761_70_0050_2018_crop_71_aug,2.75
761_70_0050_2018_crop_78_aug,1.0
761_70_0050_2018_crop_79_aug,0.25
761_70_0050_2018_crop_80_aug,0.0
762_74_0050_2018_crop_6,22.0
762_74_0050_2018_crop_7,10.0
762_74_0050_2018_crop_8,0.75
762_74_0050_2018_crop_16,2.75
762_74_0050_2018_crop_17,6.0
762_74_0050_2018_crop_18,24.25
762_74_0050_2018_crop_19,23.5
762_74_0050_2018_crop_20,0.0
762_74_0050_2018_crop_28,0.75
762_74_0050_2018_crop_29,3.25
762_74_0050_2018_crop_30,12.0
762_74_0050_2018_crop_33,3.75
762_74_0050_2018_crop_34,0.0
762_74_0050_2018_crop_39,3.0
762_74_0050_2018_crop_40,9.75
762_74_0050_2018_crop_51,4.0
762_74_0050_2018_crop_52,7.75
762_74_0050_2018_negcrop_0,0.0
762_74_0050_2018_negcrop_1,0.0
762_74_0050_2018_negcrop_2,0.0
762_74_0050_2018_negcrop_3,0.0
762_74_0050_2018_negcrop_4,0.0
762_74_0050_2018_negcrop_5,0.0
762_74_0050_2018_negcrop_6,0.0
762_74_0050_2018_negcrop_7,0.0
762_74_0050_2018_negcrop_8,0.0
762_74_0050_2018_negcrop_9,0.0
762_74_0050_2018_negcrop_10,0.0
762_74_0050_2018_negcrop_11,0.0
762_74_0050_2018_negcrop_12,0.0
762_74_0050_2018_negcrop_13,0.0
762_74_0050_2018_negcrop_14,0.0
762_74_0050_2018_negcrop_15,0.0
762_74_0050_2018_negcrop_16,0.0
762_74_0050_2018_crop_6_aug,22.0
762_74_0050_2018_crop_7_aug,10.0
762_74_0050_2018_crop_8_aug,0.75
762_74_0050_2018_crop_16_aug,2.75
762_74_0050_2018_crop_17_aug,6.0
762_74_0050_2018_crop_18_aug,24.25
762_74_0050_2018_crop_19_aug,23.5
762_74_0050_2018_crop_20_aug,0.0
762_74_0050_2018_crop_28_aug,0.75
762_74_0050_2018_crop_29_aug,3.25
762_74_0050_2018_crop_30_aug,12.0
762_74_0050_2018_crop_33_aug,3.75
762_74_0050_2018_crop_34_aug,0.0
762_74_0050_2018_crop_39_aug,3.0
762_74_0050_2018_crop_40_aug,9.75
762_74_0050_2018_crop_51_aug,4.0
762_74_0050_2018_crop_52_aug,7.75
747_64_2575_2019_crop_143,0.0
747_64_2575_2019_negcrop_0,0.0
747_64_2575_2019_crop_143_aug,0.0
733_52_2525_2015_crop_13,0.25
733_52_2525_2015_crop_14,0.25
733_52_2525_2015_crop_48,0.0
733_52_2525_2015_negcrop_0,0.0
733_52_2525_2015_negcrop_1,0.0
733_52_2525_2015_negcrop_2,0.0
733_52_2525_2015_crop_13_aug,0.25
733_52_2525_2015_crop_14_aug,0.25
733_52_2525_2015_crop_48_aug,0.0
750_65_7500_2015_crop_79,0.0
750_65_7500_2015_crop_80,0.0
750_65_7500_2015_crop_95,0.0
750_65_7500_2015_crop_104,0.25
750_65_7500_2015_crop_107,1.5
750_65_7500_2015_crop_116,0.25
750_65_7500_2015_negcrop_0,0.0
750_65_7500_2015_negcrop_1,0.0
750_65_7500_2015_negcrop_2,0.0
750_65_7500_2015_negcrop_3,0.0
750_65_7500_2015_negcrop_4,0.0
750_65_7500_2015_negcrop_5,0.0
750_65_7500_2015_crop_79_aug,0.0
750_65_7500_2015_crop_80_aug,0.0
750_65_7500_2015_crop_95_aug,0.0
750_65_7500_2015_crop_104_aug,0.25
750_65_7500_2015_crop_107_aug,1.5
750_65_7500_2015_crop_116_aug,0.25
747_58_0000_2015_crop_96,0.0
747_58_0000_2015_crop_97,0.0
747_58_0000_2015_negcrop_0,0.0
747_58_0000_2015_negcrop_1,0.0
747_58_0000_2015_crop_96_aug,0.0
747_58_0000_2015_crop_97_aug,0.0
749_68_5050_2014_crop_6,1.5
749_68_5050_2014_crop_7,2.0
749_68_5050_2014_crop_19,4.25
749_68_5050_2014_negcrop_0,0.0
749_68_5050_2014_negcrop_1,0.0
749_68_5050_2014_negcrop_2,0.0
749_68_5050_2014_crop_6_aug,1.5
749_68_5050_2014_crop_7_aug,2.0
749_68_5050_2014_crop_19_aug,4.25
749_67_7500_2015_crop_32,0.0
749_67_7500_2015_crop_66,0.0
749_67_7500_2015_crop_78,0.0
749_67_7500_2015_crop_89,0.0
749_67_7500_2015_crop_90,0.25
749_67_7500_2015_negcrop_0,0.0
749_67_7500_2015_negcrop_1,0.0
749_67_7500_2015_negcrop_2,0.0
749_67_7500_2015_negcrop_3,0.0
749_67_7500_2015_negcrop_4,0.0
749_67_7500_2015_crop_32_aug,0.0
749_67_7500_2015_crop_66_aug,0.0
749_67_7500_2015_crop_78_aug,0.0
749_67_7500_2015_crop_89_aug,0.0
749_67_7500_2015_crop_90_aug,0.25
758_74_5000_2013_crop_4,1.25
758_74_5000_2013_crop_17,1.25
758_74_5000_2013_crop_31,0.25
758_74_5000_2013_crop_52,2.5
758_74_5000_2013_crop_53,0.25
758_74_5000_2013_crop_64,0.5
758_74_5000_2013_crop_75,1.25
758_74_5000_2013_crop_91,0.25
758_74_5000_2013_crop_93,0.5
758_74_5000_2013_crop_94,9.25
758_74_5000_2013_crop_105,1.25
758_74_5000_2013_negcrop_0,0.0
758_74_5000_2013_negcrop_1,0.0
758_74_5000_2013_negcrop_2,0.0
758_74_5000_2013_negcrop_3,0.0
758_74_5000_2013_negcrop_4,0.0
758_74_5000_2013_negcrop_5,0.0
758_74_5000_2013_negcrop_6,0.0
758_74_5000_2013_negcrop_7,0.0
758_74_5000_2013_negcrop_8,0.0
758_74_5000_2013_negcrop_9,0.0
758_74_5000_2013_negcrop_10,0.0
758_74_5000_2013_crop_4_aug,1.25
758_74_5000_2013_crop_17_aug,1.25
758_74_5000_2013_crop_31_aug,0.25
758_74_5000_2013_crop_52_aug,2.5
758_74_5000_2013_crop_53_aug,0.25
758_74_5000_2013_crop_64_aug,0.5
758_74_5000_2013_crop_75_aug,1.25
758_74_5000_2013_crop_91_aug,0.25
758_74_5000_2013_crop_93_aug,0.5
758_74_5000_2013_crop_94_aug,9.25
758_74_5000_2013_crop_105_aug,1.25
751_65_7500_2015_crop_11,2.0
751_65_7500_2015_crop_22,0.0
751_65_7500_2015_crop_23,0.0
751_65_7500_2015_negcrop_0,0.0
751_65_7500_2015_negcrop_1,0.0
751_65_7500_2015_negcrop_2,0.0
751_65_7500_2015_crop_11_aug,2.0
751_65_7500_2015_crop_22_aug,0.0
751_65_7500_2015_crop_23_aug,0.0
758_73_0025_2013_crop_57,4.75
758_73_0025_2013_crop_58,1.0
758_73_0025_2013_crop_80,1.0
758_73_0025_2013_crop_92,2.0
758_73_0025_2013_crop_96,1.0
758_73_0025_2013_crop_106,0.0
758_73_0025_2013_crop_118,0.0
758_73_0025_2013_crop_130,0.0
758_73_0025_2013_crop_139,3.25
758_73_0025_2013_negcrop_0,0.0
758_73_0025_2013_negcrop_1,0.0
758_73_0025_2013_negcrop_2,0.0
758_73_0025_2013_negcrop_3,0.0
758_73_0025_2013_negcrop_4,0.0
758_73_0025_2013_negcrop_5,0.0
758_73_0025_2013_negcrop_6,0.0
758_73_0025_2013_negcrop_7,0.0
758_73_0025_2013_negcrop_8,0.0
758_73_0025_2013_crop_57_aug,4.75
758_73_0025_2013_crop_58_aug,1.0
758_73_0025_2013_crop_80_aug,1.0
758_73_0025_2013_crop_92_aug,2.0
758_73_0025_2013_crop_96_aug,1.0
758_73_0025_2013_crop_106_aug,0.0
758_73_0025_2013_crop_118_aug,0.0
758_73_0025_2013_crop_130_aug,0.0
758_73_0025_2013_crop_139_aug,3.25
753_67_0050_2014_crop_2,0.25
753_67_0050_2014_crop_3,5.75
753_67_0050_2014_negcrop_0,0.0
753_67_0050_2014_negcrop_1,0.0
753_67_0050_2014_crop_2_aug,0.25
753_67_0050_2014_crop_3_aug,5.75
758_70_2575_2013_crop_9,37.25
758_70_2575_2013_crop_10,13.5
758_70_2575_2013_crop_20,2.75
758_70_2575_2013_crop_21,44.75
758_70_2575_2013_crop_22,5.75
758_70_2575_2013_crop_23,8.75
758_70_2575_2013_crop_33,29.5
758_70_2575_2013_crop_34,0.75
758_70_2575_2013_crop_35,3.25
758_70_2575_2013_crop_44,1.5
758_70_2575_2013_crop_45,8.75
758_70_2575_2013_crop_47,13.75
758_70_2575_2013_crop_53,1.5
758_70_2575_2013_crop_54,14.5
758_70_2575_2013_crop_55,1.5
758_70_2575_2013_crop_58,2.75
758_70_2575_2013_crop_59,29.0
758_70_2575_2013_crop_64,9.0
758_70_2575_2013_crop_65,0.75
758_70_2575_2013_crop_66,1.5
758_70_2575_2013_crop_67,12.5
758_70_2575_2013_crop_68,1.75
758_70_2575_2013_crop_70,0.75
758_70_2575_2013_crop_71,42.25
758_70_2575_2013_crop_75,1.0
758_70_2575_2013_crop_76,8.0
758_70_2575_2013_crop_77,1.25
758_70_2575_2013_crop_78,18.0
758_70_2575_2013_crop_79,5.5
758_70_2575_2013_crop_80,0.0
758_70_2575_2013_crop_81,11.25
758_70_2575_2013_crop_82,35.25
758_70_2575_2013_crop_83,34.5
758_70_2575_2013_crop_86,1.0
758_70_2575_2013_crop_87,4.5
758_70_2575_2013_crop_91,7.75
758_70_2575_2013_crop_93,19.75
758_70_2575_2013_crop_97,3.25
758_70_2575_2013_crop_98,1.0
758_70_2575_2013_crop_99,6.5
758_70_2575_2013_crop_101,5.5
758_70_2575_2013_crop_102,29.5
758_70_2575_2013_crop_103,14.0
758_70_2575_2013_crop_109,15.25
758_70_2575_2013_crop_110,18.25
758_70_2575_2013_crop_113,9.75
758_70_2575_2013_crop_114,37.5
758_70_2575_2013_crop_115,47.75
758_70_2575_2013_crop_124,1.75
758_70_2575_2013_crop_125,40.75
758_70_2575_2013_crop_126,49.75
758_70_2575_2013_crop_127,12.75
758_70_2575_2013_crop_134,11.75
758_70_2575_2013_crop_135,26.0
758_70_2575_2013_crop_136,4.75
758_70_2575_2013_crop_137,15.5
758_70_2575_2013_negcrop_0,0.0
758_70_2575_2013_negcrop_1,0.0
758_70_2575_2013_negcrop_2,0.0
758_70_2575_2013_negcrop_3,0.0
758_70_2575_2013_negcrop_4,0.0
758_70_2575_2013_negcrop_5,0.0
758_70_2575_2013_negcrop_6,0.0
758_70_2575_2013_negcrop_7,0.0
758_70_2575_2013_negcrop_8,0.0
758_70_2575_2013_negcrop_9,0.0
758_70_2575_2013_negcrop_10,0.0
758_70_2575_2013_negcrop_11,0.0
758_70_2575_2013_negcrop_12,0.0
758_70_2575_2013_negcrop_13,0.0
758_70_2575_2013_negcrop_14,0.0
758_70_2575_2013_negcrop_15,0.0
758_70_2575_2013_negcrop_16,0.0
758_70_2575_2013_negcrop_17,0.0
758_70_2575_2013_negcrop_18,0.0
758_70_2575_2013_negcrop_19,0.0
758_70_2575_2013_negcrop_20,0.0
758_70_2575_2013_negcrop_21,0.0
758_70_2575_2013_negcrop_22,0.0
758_70_2575_2013_negcrop_23,0.0
758_70_2575_2013_negcrop_24,0.0
758_70_2575_2013_negcrop_25,0.0
758_70_2575_2013_negcrop_26,0.0
758_70_2575_2013_negcrop_27,0.0
758_70_2575_2013_negcrop_28,0.0
758_70_2575_2013_negcrop_29,0.0
758_70_2575_2013_negcrop_30,0.0
758_70_2575_2013_negcrop_31,0.0
758_70_2575_2013_negcrop_32,0.0
758_70_2575_2013_negcrop_33,0.0
758_70_2575_2013_negcrop_34,0.0
758_70_2575_2013_negcrop_35,0.0
758_70_2575_2013_negcrop_36,0.0
758_70_2575_2013_negcrop_37,0.0
758_70_2575_2013_negcrop_38,0.0
758_70_2575_2013_negcrop_39,0.0
758_70_2575_2013_negcrop_40,0.0
758_70_2575_2013_negcrop_41,0.0
758_70_2575_2013_negcrop_42,0.0
758_70_2575_2013_negcrop_43,0.0
758_70_2575_2013_negcrop_44,0.0
758_70_2575_2013_negcrop_45,0.0
758_70_2575_2013_negcrop_46,0.0
758_70_2575_2013_negcrop_47,0.0
758_70_2575_2013_negcrop_48,0.0
758_70_2575_2013_negcrop_49,0.0
758_70_2575_2013_negcrop_50,0.0
758_70_2575_2013_negcrop_51,0.0
758_70_2575_2013_negcrop_52,0.0
758_70_2575_2013_negcrop_53,0.0
758_70_2575_2013_negcrop_54,0.0
758_70_2575_2013_negcrop_55,0.0
758_70_2575_2013_crop_9_aug,37.25
758_70_2575_2013_crop_10_aug,13.5
758_70_2575_2013_crop_20_aug,2.75
758_70_2575_2013_crop_21_aug,44.75
758_70_2575_2013_crop_22_aug,5.75
758_70_2575_2013_crop_23_aug,8.75
758_70_2575_2013_crop_33_aug,29.5
758_70_2575_2013_crop_34_aug,0.75
758_70_2575_2013_crop_35_aug,3.25
758_70_2575_2013_crop_44_aug,1.5
758_70_2575_2013_crop_45_aug,8.75
758_70_2575_2013_crop_47_aug,13.75
758_70_2575_2013_crop_53_aug,1.5
758_70_2575_2013_crop_54_aug,14.5
758_70_2575_2013_crop_55_aug,1.5
758_70_2575_2013_crop_58_aug,2.75
758_70_2575_2013_crop_59_aug,29.0
758_70_2575_2013_crop_64_aug,9.0
758_70_2575_2013_crop_65_aug,0.75
758_70_2575_2013_crop_66_aug,1.5
758_70_2575_2013_crop_67_aug,12.5
758_70_2575_2013_crop_68_aug,1.75
758_70_2575_2013_crop_70_aug,0.75
758_70_2575_2013_crop_71_aug,42.25
758_70_2575_2013_crop_75_aug,1.0
758_70_2575_2013_crop_76_aug,8.0
758_70_2575_2013_crop_77_aug,1.25
758_70_2575_2013_crop_78_aug,18.0
758_70_2575_2013_crop_79_aug,5.5
758_70_2575_2013_crop_80_aug,0.0
758_70_2575_2013_crop_81_aug,11.25
758_70_2575_2013_crop_82_aug,35.25
758_70_2575_2013_crop_83_aug,34.5
758_70_2575_2013_crop_86_aug,1.0
758_70_2575_2013_crop_87_aug,4.5
758_70_2575_2013_crop_91_aug,7.75
758_70_2575_2013_crop_93_aug,19.75
758_70_2575_2013_crop_97_aug,3.25
758_70_2575_2013_crop_98_aug,1.0
758_70_2575_2013_crop_99_aug,6.5
758_70_2575_2013_crop_101_aug,5.5
758_70_2575_2013_crop_102_aug,29.5
758_70_2575_2013_crop_103_aug,14.0
758_70_2575_2013_crop_109_aug,15.25
758_70_2575_2013_crop_110_aug,18.25
758_70_2575_2013_crop_113_aug,9.75
758_70_2575_2013_crop_114_aug,37.5
758_70_2575_2013_crop_115_aug,47.75
758_70_2575_2013_crop_124_aug,1.75
758_70_2575_2013_crop_125_aug,40.75
758_70_2575_2013_crop_126_aug,49.75
758_70_2575_2013_crop_127_aug,12.75
758_70_2575_2013_crop_134_aug,11.75
758_70_2575_2013_crop_135_aug,26.0
758_70_2575_2013_crop_136_aug,4.75
758_70_2575_2013_crop_137_aug,15.5
763_72_2575_2018_crop_85,0.25
763_72_2575_2018_negcrop_0,0.0
763_72_2575_2018_crop_85_aug,0.25
761_71_0050_2018_crop_3,1.5
761_71_0050_2018_crop_10,3.0
761_71_0050_2018_crop_25,0.0
761_71_0050_2018_crop_36,2.5
761_71_0050_2018_crop_37,5.5
761_71_0050_2018_crop_41,0.0
761_71_0050_2018_crop_48,2.0
761_71_0050_2018_crop_49,4.25
761_71_0050_2018_crop_52,1.25
761_71_0050_2018_crop_53,11.75
761_71_0050_2018_crop_54,1.5
761_71_0050_2018_crop_61,0.0
761_71_0050_2018_crop_64,5.25
761_71_0050_2018_crop_65,0.0
761_71_0050_2018_crop_66,0.75
761_71_0050_2018_crop_76,3.75
761_71_0050_2018_crop_88,0.0
761_71_0050_2018_crop_96,1.0
761_71_0050_2018_crop_100,4.5
761_71_0050_2018_crop_108,0.0
761_71_0050_2018_crop_118,0.25
761_71_0050_2018_negcrop_0,0.0
761_71_0050_2018_negcrop_1,0.0
761_71_0050_2018_negcrop_2,0.0
761_71_0050_2018_negcrop_3,0.0
761_71_0050_2018_negcrop_4,0.0
761_71_0050_2018_negcrop_5,0.0
761_71_0050_2018_negcrop_6,0.0
